eventType,player,startX,startY,endX,endY,time,outcome,possession,bodypart
Clearance,Azim,92.125,41.62500000000001,89.00833333333334,32.625,494.11,,,Head
Pass,Peter,91.75833333333333,36.9375,89.925,56.06250000000001,502.29,Success,,
Pass,Kalen,84.24166666666667,47.8125,101.65833333333333,41.0625,508.20,Success,,
Clearance,Peter,102.94166666666666,42.1875,42.44166666666666,51.5625,512.35,,,
Pass,Christian,37.49166666666667,66.1875,15.858333333333333,63.75,518.29,Success,,
